HPSA.Discipline.Class,HPSA.Score,HPSA.FTE,HPSA.Designation.Population,Common.Region.Name,HPSA.Shortage,HPSA.Designation.Date,Perc.Pop.Below.Poverty,Perc.Pop.Served,HPSA_score_high,prediction,prediction.val
Primary Care,16,4.5,23092,Region 4,3.2,12/1/2018,0.194,0.58461805,0,0.059228274,0
Primary Care,21,1.9782,25051,Region 4,6.3718,3/1/2020,0.237,0.23691669,1,0.371473752,0
Primary Care,18,0.1,17883,Region 4,5.86,4/1/2019,0.154,0.016775709,1,0.229565298,0
Primary Care,17,0,4624,Region 4,1.32,9/1/2021,0.243,0,0,0.610626799,1
Primary Care,15,0.4402,4387,Region 4,1.0198,10/1/2020,0.151,0.301116936,0,0.091474915,0
Primary Care,17,2.8359,38574,Region 4,10.0241,6/1/2022,0.146,0.220563074,0,0.098459332,0
Primary Care,14,10.6646,64565,Region 4,10.8554,11/1/2021,0.125,0.495531635,0,0.013514761,0
Primary Care,17,8.2688,33991,Region 4,3.0612,8/1/2021,0.203,0.729781413,0,0.030642724,0
Primary Care,17,0.2,9798,Region 4,3.07,7/1/2017,0.152,0.061236987,0,0.18944631,0
Primary Care,12,0.8128,3796,Region 4,0.4572,8/1/2021,0.17,0.642255005,0,0.044560412,0
Primary Care,18,0.36,10059,Region 4,2.99,7/1/2017,0.199,0.107366537,1,0.325350238,0
Primary Care,18,3.7306,16523,Region 4,1.7794,8/1/2021,0.272,0.677358833,1,0.177958614,0
Primary Care,14,1.4947,7292,Region 4,0.9353,10/1/2020,0.163,0.614920461,0,0.040160996,0
Primary Care,17,6.3724,25929,Region 4,2.2676,8/1/2021,0.258,0.737282579,0,0.095048313,0
Primary Care,16,0.5,5356,Region 4,1.29,8/1/2021,0.125,0.280059746,0,0.061695578,0
Primary Care,13,18.7501,78129,Region 4,7.2899,9/1/2021,0.144,0.719963138,0,0.003825153,0
Primary Care,18,2.3755,29349,Region 4,7.4045,10/1/2020,0.212,0.24280214,1,0.261333065,0
Primary Care,14,1.5992,12671,Region 4,2.6208,8/1/2021,0.148,0.378659932,0,0.063629371,0
Primary Care,14,1.5992,12671,Region 4,2.6208,8/1/2021,0.148,0.378659932,0,0.063629371,0
Primary Care,18,1.5155,8615,Region 4,1.3545,7/1/2018,0.228,0.527684272,1,0.159309806,0
Primary Care,14,22.7702,230739,Region 2,54.1398,7/1/2019,0.14,0.296053116,0,0.001559192,0
Primary Care,16,25.2591,181092,Region 9,35.1009,2/1/2022,0.207,0.418444768,0,0.013433464,0
Primary Care,11,1.4,8668,Region 9,1.08,3/1/2022,0.072,0.565297647,0,0.00428159,0
Primary Care,16,17.2984,141453,Region 9,29.8516,1/1/2022,0.262,0.366870975,0,0.086631679,0
Primary Care,9,1.65,10836,Region 5,1.45,9/1/2019,0.133,0.532945736,0,0.022540772,0
Primary Care,16,4.3861,30522,Region 5,5.7839,3/1/2022,0.277,0.431098879,0,0.281790076,0
Primary Care,15,0,3225,Region 5,0.92,12/1/2021,0.098,0,0,0.070025371,0
Primary Care,9,3.6155,13460,Region 5,0.8745,12/1/2021,0.105,0.805794948,0,0.004562254,0
Primary Care,13,5.125,33430,Region 5,4.425,9/1/2021,0.11,0.536583907,0,0.010839035,0
Primary Care,12,0,7135,Region 5,2.04,9/1/2021,0.062,0,0,0.037567729,0
Primary Care,8,15.2562,47977,Region 5,0.7338,3/1/2022,0.158,0.953977948,0,0.002277719,0
Primary Care,16,0.5486,15675,Region 5,4.6714,3/1/2022,0.151,0.105007974,0,0.129730478,0
Primary Care,10,17.3337,123636,Region 5,23.8763,8/1/2020,0.177,0.420597561,0,0.021687703,0
Primary Care,10,17.3337,123636,Region 5,23.8763,8/1/2020,0.177,0.420597561,0,0.021687703,0
Primary Care,15,1.3484,11814,Region 4,2.5916,8/1/2021,0.15,0.342390384,0,0.075116213,0
Primary Care,17,0.5,15197,Region 4,4.57,7/1/2017,0.151,0.098703692,0,0.168871061,0
Primary Care,19,10.3886,114773,Region 4,27.8714,2/1/2022,0.221,0.271544701,1,0.196268921,0
Primary Care,18,2.1156,19324,Region 4,4.3244,11/1/2021,0.186,0.328451666,1,0.137830402,0
Primary Care,16,0,10800,Region 9,3.09,3/1/2022,0.053,0,0,0.021173554,0
Primary Care,12,3.8224,17431,Region 9,1.9876,3/1/2022,0.113,0.657850955,0,0.005437941,0
Primary Care,18,0,3509,Region 7,1.17,3/1/2022,0.186,0,1,0.409448953,0
Primary Care,8,0.925,4310,Region 7,0.305,4/1/2022,0.1,0.751276102,0,0.011214135,0
Primary Care,10,20.45,71670,Region 7,0.03,4/1/2022,0.103,0.99867448,0,0.000719755,0
Primary Care,14,3.2,22019,Region 7,3.09,4/1/2022,0.111,0.508651619,0,0.024562772,0
Primary Care,14,3.2,22019,Region 7,3.09,4/1/2022,0.111,0.508651619,0,0.024562772,0
Primary Care,15,0,6209,Region 7,2.07,3/1/2022,0.073,0,0,0.076911929,0
Primary Care,18,0,4900,Region 7,1.63,3/1/2017,0.295,0,1,0.845959557,1
Primary Care,16,0.456,10334,Region 7,2.984,10/1/2017,0.139,0.132378556,0,0.156265021,0
Primary Care,16,0.456,10334,Region 7,2.984,10/1/2017,0.139,0.132378556,0,0.156265021,0
Primary Care,18,0,18746,Region 7,6.25,3/1/2022,0.222,0,1,0.6016613,1
Primary Care,16,0.4938,5805,Region 7,1.4462,9/1/2017,0.135,0.255124892,0,0.101219338,0
Primary Care,16,0.4938,5805,Region 7,1.4462,9/1/2017,0.135,0.255124892,0,0.101219338,0
Primary Care,11,1.0594,4585,Region 5,0.4706,8/1/2021,0.122,0.693129771,0,0.011589594,0
Primary Care,14,0.308,1625,Region 5,0.232,2/1/2022,0.166,0.568615385,0,0.041254555,0
Primary Care,16,12.5543,75443,Region 5,12.5957,3/1/2022,0.208,0.49922458,0,0.039718433,0
Primary Care,14,3.3602,18997,Region 5,2.9698,3/1/2022,0.142,0.530662736,0,0.02300833,0
Primary Care,17,0.5879,10118,Region 5,2.7821,9/1/2021,0.15,0.174342755,0,0.101369353,0
Primary Care,16,0.5182,10816,Region 5,3.0918,6/1/2021,0.142,0.143768491,0,0.097666935,0
Primary Care,14,6.6936,39515,Region 10,6.4764,6/1/2022,0.145,0.508186765,0,0.018945662,0
Primary Care,9,29.182,89059,Region 10,0.508,2/1/2022,0.21,0.983011262,0,0.001221382,0
Primary Care,17,0.7836,28001,Region 2,8.5464,8/1/2021,0.151,0.083961287,0,0.015596458,0
Primary Care,17,3.1168,39958,Region 2,10.2032,9/1/2017,0.182,0.233995695,0,0.014099344,0
Primary Care,12,2.5918,13412,Region 5,1.8782,8/1/2020,0.167,0.579704742,0,0.033210579,0
Primary Care,15,4.1228,117913,Region 2,35.1772,12/1/2021,0.268,0.104890894,0,0.137369085,0
Primary Care,19,14.9692,159815,Region 2,38.3008,12/1/2018,0.216,0.280999906,1,0.011421326,0
Primary Care,17,5.2592,47601,Region 5,10.6108,4/1/2022,0.272,0.331463625,0,0.328698265,0
Primary Care,16,0,9722,Region 5,3.24,9/1/2021,0.132,0,0,0.13006712,0
Primary Care,19,7.0768,75095,Region 2,17.9532,6/1/2022,0.305,0.282708569,1,0.087529372,0
Primary Care,15,5.9854,75739,Region 2,19.2646,11/1/2018,0.243,0.237077331,0,0.037993132,0
Primary Care,7,12.1,47050,Region 2,1.34,12/1/2021,0.135,0.90010627,0,0.00023943,0
Primary Care,17,9.9924,82840,Region 2,17.6176,7/1/2022,0.325,0.361866248,0,0.073759858,0
Primary Care,15,0.6948,19748,Region 2,5.8852,6/1/2022,0.121,0.105529674,0,0.007983663,0
Primary Care,16,0.3996,12063,Region 2,3.6204,8/1/2021,0.165,0.099394844,0,0.018275195,0
Primary Care,12,12.2866,60154,Region 9,7.7634,7/1/2022,0.118,0.612760581,0,0.003163216,0
Primary Care,15,0.6301,4660,Region 9,0.9199,3/1/2022,0.158,0.405579399,0,0.037523662,0
Primary Care,14,14.9133,113750,Region 9,23.0067,11/1/2021,0.139,0.393318681,0,0.009518172,0
Primary Care,14,4.1484,29227,Region 9,5.5916,10/1/2017,0.134,0.425804906,0,0.017241185,0
Primary Care,12,3.14,15468,Region 9,1.28,3/1/2022,0.092,0.710499095,0,0.003313759,0
Primary Care,14,2.5,16470,Region 9,2.21,3/1/2022,0.087,0.531268974,0,0.005775619,0
Primary Care,11,0,1460,Region 9,0.49,10/1/2017,0.097,0,0,0.044900355,0
Primary Care,11,0.476,2020,Region 5,0.194,9/1/2021,0.125,0.706930693,0,0.012411195,0
Primary Care,10,2.9,20493,Region 5,2.96,5/1/2017,0.107,0.495291075,0,0.01420316,0
Primary Care,14,0.941,6414,Region 5,1.199,9/1/2021,0.158,0.440130964,0,0.050258013,0
Primary Care,13,3.275,27986,Region 5,4.725,12/1/2021,0.085,0.409561924,0,0.012290235,0
Primary Care,17,6.336,74758,Region 2,18.584,10/1/2019,0.154,0.254260414,0,0.006570846,0
Primary Care,12,78.1,281350,Region 2,2.29,6/1/2022,0.286,0.971565666,0,3.60E-06,0
Primary Care,14,18.6614,140502,Region 2,28.1686,12/1/2021,0.183,0.398456961,0,0.002373532,0
Primary Care,20,0.6998,43247,Region 7,13.7202,1/1/2022,0.306,0.048535159,1,0.871839025,1
Primary Care,18,1.49,26904,Region 7,7.48,8/1/2022,0.164,0.166146298,1,0.207059007,0
Primary Care,20,0.5746,82320,Region 7,26.8654,1/1/2022,0.197,0.020942663,1,0.552564496,1
Primary Care,20,0.5746,82320,Region 7,26.8654,1/1/2022,0.197,0.020942663,1,0.552564496,1
Primary Care,9,9.95,47085,Region 5,3.5,5/1/2019,0.129,0.739619836,0,0.004886578,0
Primary Care,7,0.9663,3162,Region 5,0.0837,3/1/2022,0.062,0.916824794,0,0.001860468,0
Primary Care,15,0.189,2593,Region 5,0.671,9/1/2017,0.138,0.218665638,0,0.07257739,0
Primary Care,15,0.189,2593,Region 5,0.671,9/1/2017,0.138,0.218665638,0,0.07257739,0
Primary Care,11,6.3516,61999,Region 5,14.3184,11/1/2018,0.154,0.307343667,0,0.051555023,0
Primary Care,9,22.0012,175120,Region 5,36.3688,12/1/2018,0.136,0.376907264,0,0.009039394,0
Primary Care,9,1.7012,10464,Region 5,1.7888,11/1/2018,0.13,0.487767584,0,0.024417442,0
Primary Care,12,4.775,24944,Region 5,2.355,1/1/2022,0.169,0.669980757,0,0.021302393,0
Primary Care,17,0.803,10345,Region 5,2.647,10/1/2017,0.152,0.232866119,0,0.086696407,0
Primary Care,13,0.2856,2718,Region 5,0.6244,6/1/2020,0.148,0.315305372,0,0.064439665,0
Primary Care,13,0.7367,7354,Region 5,1.7133,3/1/2022,0.11,0.300516726,0,0.033133204,0
Primary Care,19,0.4528,5453,Region 5,1.3672,3/1/2022,0.209,0.249037227,1,0.211482315,0
Primary Care,17,0,3372,Region 4,1.12,2/1/2022,0.15,0,0,0.211769391,0
Primary Care,21,0.44,9284,Region 4,2.65,9/1/2021,0.241,0.142180095,1,0.484915686,0
Primary Care,16,1.514,10990,Region 4,2.146,9/1/2021,0.18,0.413284804,0,0.100322339,0
Primary Care,18,6.83,33318,Region 4,4.28,12/1/2021,0.208,0.614982892,1,0.056171174,0
Primary Care,20,0.35,11772,Region 4,3.57,12/1/2021,0.193,0.089194699,1,0.315829871,0
Primary Care,20,0.783,11244,Region 4,2.967,3/1/2022,0.264,0.208911419,1,0.533287748,1
Primary Care,20,0.38,11681,Region 4,3.51,6/1/2022,0.246,0.097594384,1,0.549350934,1
Primary Care,18,0,12733,Region 4,4.24,2/1/2022,0.161,0,1,0.259975097,0
Primary Care,20,0,13598,Region 4,4.53,3/1/2022,0.188,0,1,0.370494263,0
Primary Care,13,4.125,14304,Region 4,0.645,4/1/2022,0.239,0.865142617,0,0.056718414,0
Primary Care,19,0.35,9705,Region 4,2.89,4/1/2022,0.199,0.108191654,1,0.324567485,0
Primary Care,15,3.675,16426,Region 4,1.015,4/1/2022,0.222,0.783026909,0,0.056775269,0
Primary Care,22,0.561,10217,Region 4,2.849,1/1/2022,0.255,0.164725458,1,0.53096408,1
Primary Care,21,0.9,11742,Region 4,3.01,4/1/2022,0.218,0.229943792,1,0.306997149,0
Primary Care,17,1.489,17824,Region 4,4.451,9/1/2021,0.184,0.250617145,0,0.174130784,0
Primary Care,22,0.375,5871,Region 4,1.585,5/1/2022,0.324,0.191619826,1,0.792262327,1
Primary Care,13,2.025,13961,Region 5,1.965,9/1/2021,0.109,0.507700021,0,0.015193993,0
Primary Care,14,3.0086,16270,Region 5,2.4114,9/1/2021,0.195,0.554763368,0,0.057509695,0
Primary Care,12,2.7285,11975,Region 5,1.2615,9/1/2021,0.122,0.683590814,0,0.010185383,0
Primary Care,11,2.35,10356,Region 5,0.61,12/1/2021,0.087,0.79422557,0,0.003851118,0
Primary Care,16,2.1627,26129,Region 5,6.5473,3/1/2022,0.148,0.248306479,0,0.072616791,0
Primary Care,15,0.5024,4028,Region 5,0.8376,5/1/2017,0.165,0.374131082,0,0.071844184,0
Primary Care,9,28.7966,105985,Region 5,6.5334,7/1/2018,0.21,0.815115347,0,0.00253153,0
Primary Care,15,6.0444,56223,Region 3,12.6956,6/1/2022,0.116,0.322519254,0,0.029980547,0
Primary Care,17,7.1112,72985,Region 3,17.2188,3/1/2022,0.128,0.292306638,0,0.039940622,0
Primary Care,16,1.4,20854,Region 7,5.55,6/1/2022,0.128,0.201400211,0,0.10316905,0
Primary Care,17,0.375,6554,Region 7,1.805,2/1/2022,0.161,0.1716509,0,0.196428016,0
Primary Care,17,1.064,13032,Region 7,3.276,1/1/2022,0.187,0.244935543,0,0.232683627,0
Primary Care,14,2.775,11825,Region 4,1.165,8/1/2021,0.251,0.704016913,0,0.127577659,0
Primary Care,10,6.75,22241,Region 4,0.66,5/1/2019,0.221,0.910480644,0,0.027347857,0
Primary Care,22,0,4388,Region 4,1.46,10/1/2017,0.238,0,1,0.588034425,1
Primary Care,19,2.3094,30893,Region 4,7.9906,11/1/2021,0.164,0.224257923,1,0.133587765,0
Primary Care,13,6.8413,39126,Region 4,6.1987,7/1/2018,0.129,0.524561673,0,0.018106687,0
Primary Care,15,9.8,49485,Region 9,6.7,3/1/2022,0.226,0.59411943,0,0.031961839,0
Primary Care,12,8.0256,33826,Region 3,3.2544,5/1/2021,0.111,0.711789748,0,0.005523037,0
Primary Care,21,1.6962,22202,Region 3,5.7038,3/1/2022,0.294,0.229213584,1,0.624055343,1
Primary Care,9,0.6372,2248,Region 7,0.1128,7/1/2022,0.119,0.850533808,0,0.012015762,0
Primary Care,7,0.4633,1475,Region 7,0.0267,6/1/2022,0.078,0.942372881,0,0.004243235,0
Primary Care,10,1.215,4698,Region 7,0.355,2/1/2022,0.152,0.775862069,0,0.026446651,0
Primary Care,16,12.6758,72602,Region 7,11.5242,2/1/2022,0.191,0.52377345,0,0.044591013,0
Primary Care,15,2.09,17469,Region 4,3.73,6/1/2017,0.156,0.358921518,0,0.075462964,0
Primary Care,14,12.5934,101821,Region 4,21.3466,12/1/2021,0.141,0.371043301,0,0.026721737,0
Primary Care,12,2.6559,21284,Region 4,4.4341,10/1/2017,0.094,0.374365721,0,0.022474932,0
Primary Care,13,0,1623,Region 9,0.54,4/1/2017,0.248,0,0,0.449721898,0
Primary Care,15,1.7497,17253,Region 9,4.0003,1/1/2022,0.225,0.304236944,0,0.152364621,0
Primary Care,13,10.17,45249,Region 9,4.91,10/1/2020,0.223,0.674269045,0,0.022002746,0
Primary Care,11,9.88,76951,Region 9,12.11,8/1/2022,0.164,0.449376876,0,0.018147636,0
Primary Care,12,6.08,33123,Region 9,3.38,3/1/2022,0.133,0.642453884,0,0.006848515,0
Primary Care,12,6.08,33123,Region 9,3.38,3/1/2022,0.133,0.642453884,0,0.006848515,0
Primary Care,18,1.8,23587,Region 6,4.94,2/1/2022,0.185,0.267096282,1,0.138566111,0
Primary Care,9,9.4488,33259,Region 6,1.6412,8/1/2021,0.183,0.852280586,0,0.009978483,0
Primary Care,14,2.4546,15557,Region 6,2.7354,2/1/2022,0.174,0.473356046,0,0.056750475,0
Primary Care,14,5.6788,21938,Region 6,1.6312,2/1/2022,0.243,0.776552101,0,0.055928658,0
Primary Care,16,2.375,14597,Region 6,2.495,12/1/2017,0.228,0.488113996,0,0.137912986,0
Primary Care,15,4.525,13772,Region 6,0.065,2/1/2022,0.335,0.985695614,0,0.160204712,0
Primary Care,14,1.3625,5770,Region 6,0.5575,2/1/2022,0.2,0.708492201,0,0.047910134,0
Primary Care,13,3,10601,Region 6,0.53,2/1/2022,0.219,0.848976512,0,0.037415891,0
Primary Care,12,4.405,24580,Region 6,3.785,9/1/2021,0.232,0.537632221,0,0.108826759,0
Primary Care,16,4.15,45857,Region 6,11.14,3/1/2022,0.211,0.271496173,0,0.183989599,0
Primary Care,14,4.835,22443,Region 6,2.645,2/1/2022,0.176,0.64630397,0,0.027321367,0
Primary Care,9,2.5735,7778,Region 6,0.0165,3/1/2022,0.17,0.99254307,0,0.010024236,0
Primary Care,17,9.065,38265,Region 6,3.695,2/1/2022,0.298,0.710701686,0,0.130611532,0
Primary Care,16,6.2,29497,Region 6,2.23,2/1/2022,0.182,0.735668034,0,0.020256186,0
Primary Care,15,0.1126,1680,Region 7,0.4474,8/1/2021,0.081,0.201190476,0,0.046837536,0
Primary Care,13,0.376,2658,Region 7,0.514,7/1/2022,0.118,0.424379233,0,0.045399515,0
Primary Care,10,2,14344,Region 7,2.1,6/1/2022,0.103,0.488008924,0,0.024988684,0
Primary Care,16,0.5688,10885,Region 7,3.0612,5/1/2022,0.141,0.156729444,0,0.149830053,0
Primary Care,17,3.2193,76939,Region 7,22.4307,6/1/2021,0.163,0.125528016,0,0.244722555,0
Primary Care,13,0.8,5440,Region 7,1.01,7/1/2022,0.115,0.441176471,0,0.039518166,0
Primary Care,15,0.733,31199,Region 7,9.667,5/1/2022,0.126,0.070483028,0,0.162930252,0
Primary Care,14,0.3925,2217,Region 7,0.3475,7/1/2022,0.105,0.531348669,0,0.025714245,0
Primary Care,14,4.2874,34434,Region 5,7.1926,12/1/2021,0.121,0.373526166,0,0.024962007,0
Primary Care,14,4.2874,34434,Region 5,7.1926,12/1/2021,0.121,0.373526166,0,0.024962007,0
Primary Care,12,7,36537,Region 5,3.44,8/1/2021,0.087,0.670553138,0,0.00373114,0
Primary Care,10,2,19953,Region 4,3.7,3/1/2022,0.144,0.350824437,0,0.0636796,0
Primary Care,15,1.9563,29849,Region 9,7.9937,7/1/2022,0.159,0.196623002,0,0.071204224,0
Primary Care,14,0.3,1957,Region 9,0.35,7/1/2017,0.151,0.459887583,0,0.028615751,0
Primary Care,19,0.2,4542,Region 6,1.31,2/1/2022,0.347,0.132100396,1,0.851831446,1
Primary Care,13,6.426,22524,Region 6,1.084,2/1/2022,0.197,0.855887054,0,0.017361818,0
Primary Care,17,6.575,50916,Region 6,10.395,9/1/2021,0.251,0.387402781,0,0.202637059,0
Primary Care,12,9.575,47327,Region 6,3.945,2/1/2022,0.172,0.708094745,0,0.013457994,0
Primary Care,18,1.39,21878,Region 6,5.9,2/1/2022,0.188,0.190602432,1,0.185637072,0
Primary Care,12,0.87,3738,Region 6,0.38,9/1/2018,0.119,0.69823435,0,0.011661652,0
Primary Care,15,0,7546,Region 6,2.52,2/1/2022,0.187,0,0,0.30711102,0
Primary Care,19,2.2,9350,Region 6,0.92,2/1/2022,0.364,0.705882353,1,0.50945909,1
Primary Care,7,5.9,23005,Region 6,0.67,3/1/2022,0.182,0.89763095,0,0.012218184,0
Primary Care,13,12.4826,40157,Region 6,0.9074,12/1/2017,0.262,0.932539781,0,0.024322384,0
Primary Care,14,2.215,12989,Region 6,2.115,3/1/2022,0.19,0.511586727,0,0.068132844,0
Primary Care,16,5.3515,20471,Region 6,1.4685,12/1/2017,0.323,0.784231352,0,0.213045946,0
Primary Care,10,47.8357,164090,Region 6,6.8643,12/1/2017,0.236,0.87456274,0,0.000493469,0
Primary Care,13,1.3501,4307,Region 6,0.0899,2/1/2022,0.253,0.940329696,0,0.061331949,0
Primary Care,9,19.82,87963,Region 6,5.31,2/1/2022,0.12,0.788627036,0,0.00140512,0
Primary Care,15,0.4,4014,Region 7,0.94,7/1/2022,0.142,0.298953662,0,0.100667113,0
Primary Care,14,0,2703,Region 7,0.9,7/1/2022,0.124,0,0,0.176024697,0
Primary Care,13,0.531,3264,Region 7,0.559,12/1/2020,0.099,0.488051471,0,0.026040045,0
Primary Care,16,0,2971,Region 7,0.99,4/1/2018,0.184,0,0,0.399506631,0
Primary Care,15,0.69,6980,Region 7,1.64,6/1/2022,0.12,0.296561605,0,0.068163248,0
Primary Care,15,0,2836,Region 7,0.95,7/1/2022,0.13,0,0,0.193225926,0
Primary Care,13,0,2108,Region 7,0.7,7/1/2022,0.107,0,0,0.133688112,0
Primary Care,13,1.4748,12456,Region 7,2.6752,7/1/2022,0.137,0.355170199,0,0.072972697,0
Primary Care,16,3.4342,44263,Region 5,11.3158,3/1/2020,0.139,0.232767774,0,0.062376177,0
Primary Care,11,2.8,17792,Region 5,2.28,7/1/2021,0.113,0.550809353,0,0.013308933,0
Primary Care,11,2.8,17792,Region 5,2.28,7/1/2021,0.113,0.550809353,0,0.013308933,0
Primary Care,15,12.3284,58875,Region 5,7.2916,8/1/2018,0.156,0.628195329,0,0.009427072,0
Primary Care,16,10.9102,98306,Region 5,21.8598,11/1/2021,0.155,0.332950176,0,0.035250962,0
Primary Care,11,0.625,21228,Region 4,6.455,8/1/2017,0.142,0.088326738,0,0.153453781,0
Primary Care,16,7.1083,45736,Region 4,8.1417,2/1/2019,0.145,0.4662629,0,0.029393984,0
Primary Care,10,9.8,47435,Region 9,6.01,10/1/2020,0.244,0.61979551,0,0.040509006,0
Primary Care,6,10.475,38288,Region 1,0.465,6/1/2022,0.108,0.957532386,0,0.001227192,0
Primary Care,6,10.475,38288,Region 1,0.465,6/1/2022,0.108,0.957532386,0,0.001227192,0
Primary Care,6,10.475,38288,Region 1,0.465,6/1/2022,0.108,0.957532386,0,0.001227192,0
Primary Care,11,4.625,20234,Region 1,1.155,6/1/2022,0.087,0.800039537,0,0.002523659,0
Primary Care,16,0.913,3056,Region 6,0.107,4/1/2019,0.446,0.896269634,0,0.751410234,1
Primary Care,17,0.819,4195,Region 6,0.581,2/1/2022,0.251,0.585697259,0,0.170899686,0
Primary Care,15,6.57,26824,Region 6,2.37,5/1/2017,0.241,0.734789741,0,0.056698252,0
Primary Care,12,8.975,30833,Region 6,1.305,11/1/2018,0.221,0.873252684,0,0.019806517,0
Primary Care,11,1.452,4356,Region 6,-0.002,2/1/2022,0.183,1,0,0.014027978,0
Primary Care,17,0.86,5804,Region 6,1.07,2/1/2022,0.174,0.44452102,0,0.070215301,0
Primary Care,9,9.2846,32292,Region 5,1.4754,8/1/2018,0.141,0.86256658,0,0.004191384,0
Primary Care,14,4.2198,32140,Region 5,6.4902,7/1/2021,0.133,0.393870566,0,0.029058221,0
Primary Care,9,3.7,17109,Region 5,1.19,9/1/2021,0.12,0.756911567,0,0.007092849,0
Primary Care,19,2.8004,50606,Region 5,14.0696,12/1/2017,0.281,0.166007983,1,0.57573315,1
Primary Care,9,9,38298,Region 5,1.94,6/1/2021,0.118,0.822497258,0,0.003266925,0
Primary Care,9,9,38298,Region 5,1.94,6/1/2021,0.118,0.822497258,0,0.003266925,0
Primary Care,14,25.1828,233185,Region 4,52.5472,2/1/2022,0.13,0.323983104,0,0.012373802,0
Primary Care,13,0.79,4689,Region 4,0.77,12/1/2017,0.169,0.50543826,0,0.066412123,0
Primary Care,15,5.1198,24707,Region 4,3.1202,10/1/2018,0.157,0.621645687,0,0.025363439,0
Primary Care,18,4.6476,101819,Region 3,29.2924,12/1/2020,0.164,0.136939078,1,0.180217694,0
Primary Care,16,3.7588,70302,Region 3,19.6712,12/1/2020,0.117,0.16039373,0,0.071126052,0
Primary Care,6,13.6101,48071,Region 9,2.4099,7/1/2017,0.194,0.849368642,0,0.004931158,0
Primary Care,17,0,11766,Region 9,3.92,4/1/2022,0.359,0,0,0.876734963,1
Primary Care,16,1.5462,63125,Region 9,19.4938,3/1/2021,0.149,0.073489109,0,0.108828382,0
Primary Care,15,19.52,98922,Region 9,13.45,10/1/2020,0.206,0.591981561,0,0.009223052,0
Primary Care,4,2.95,11178,Region 7,0.24,8/1/2018,0.086,0.92368939,0,0.004068339,0
Primary Care,12,22.72,73678,Region 4,1.84,4/1/2022,0.296,0.925106545,0,0.020605243,0
Primary Care,21,1.9322,12218,Region 4,2.1378,4/1/2017,0.318,0.474463906,1,0.544250876,1
Primary Care,14,9.1232,66282,Region 4,12.9668,9/1/2017,0.139,0.412932621,0,0.027620081,0
Primary Care,19,0,5081,Region 4,1.69,8/1/2021,0.176,0,1,0.307512196,0
Primary Care,13,0.925,8312,Region 4,1.445,12/1/2017,0.166,0.389557267,0,0.088623402,0
Primary Care,19,4.6458,28832,Region 4,4.9642,10/1/2017,0.212,0.483386515,1,0.110440057,0
Primary Care,16,7.142,68101,Region 4,15.558,3/1/2022,0.204,0.314620931,0,0.146458273,0
Primary Care,16,3.7526,39333,Region 4,9.3574,2/1/2019,0.112,0.286222765,0,0.040143591,0
Primary Care,12,0.43,17079,Region 4,5.26,8/1/2017,0.139,0.075531354,0,0.151040947,0
Primary Care,13,2.6,21909,Region 4,4.7,10/1/2018,0.241,0.356018075,0,0.284009944,0
Primary Care,18,3.55,45466,Region 4,11.61,10/1/2020,0.215,0.234240971,1,0.269330481,0
Primary Care,17,0,4176,Region 3,1.39,11/1/2018,0.125,0,0,0.133800459,0
Primary Care,9,2.54,16090,Region 3,2.82,12/1/2018,0.105,0.473586078,0,0.018282227,0
Primary Care,17,0,5450,Region 3,1.82,2/1/2022,0.115,0,0,0.114197689,0
Primary Care,16,0.54,5078,Region 3,1.15,12/1/2018,0.25,0.319023237,0,0.360107716,0
Primary Care,18,1.8508,16990,Region 4,3.8092,7/1/2019,0.235,0.326780459,1,0.292385234,0
Primary Care,21,0.6842,7310,Region 4,1.7558,3/1/2022,0.282,0.280848153,1,0.558041454,1
Primary Care,14,7.5246,28388,Region 4,1.9354,8/1/2021,0.249,0.795195153,0,0.060958486,0
Primary Care,17,0.4498,7555,Region 4,2.0702,7/1/2018,0.157,0.178557247,0,0.14484386,0
